1;arms_factory;2952.00;11.32;1367.00;1.31;0
1;arms_factory;2947.00;13.50;1366.00;5.43;0
1;arms_factory;2948.00;13.78;1367.00;5.54;0
1;arms_factory;2945.00;9.73;1360.00;3.37;0
1;arms_factory;2945.00;9.73;1360.00;6.04;0
1;arms_factory;2945.00;10.55;1363.00;2.42;0
1;industrial_complex;2948.00;9.80;1354.00;3.98;0
1;industrial_complex;2949.00;9.90;1354.00;1.82;0
1;industrial_complex;2952.00;11.23;1368.00;4.49;0
1;industrial_complex;2952.00;11.23;1368.00;6.04;0
1;industrial_complex;2944.00;11.07;1367.00;3.88;0
1;industrial_complex;2949.00;12.00;1360.00;5.09;0
1;air_base;2949.00;12.00;1360.00;2.93;0
1;naval_base;2948.00;9.50;1352.00;-0.79;5579
1;naval_base;2950.00;9.53;1374.00;-3.00;5555
1;naval_base;2943.00;9.53;1363.00;-1.19;5579
1;bunker;2949.00;10.15;1355.00;1.38;0
1;bunker;2949.00;13.20;1366.00;2.93;0
1;bunker;2951.00;11.65;1367.00;5.60;0
1;coastal_bunker;2944.00;9.50;1356.00;-0.79;0
1;coastal_bunker;2942.00;9.50;1371.00;-2.60;0
1;coastal_bunker;2953.00;9.50;1377.00;-3.00;0
1;dockyard;2945.00;9.50;1356.00;-0.79;0
1;anti_air_building;2948.00;10.05;1356.00;1.88;0
1;anti_air_building;2948.00;10.05;1356.00;1.99;0
1;anti_air_building;2952.00;11.23;1368.00;6.11;0
1;synthetic_refinery;2950.00;11.20;1370.00;2.49;0
1;fuel_silo;2945.00;12.03;1368.00;5.16;0
1;radar_station;2940.00;9.50;1360.00;1.97;0
1;rocket_site;2949.00;12.28;1361.00;4.56;0
1;nuclear_reactor;2950.00;12.30;1363.00;0.94;0
2;arms_factory;3012.00;10.82;1355.00;5.54;0
2;arms_factory;3011.00;11.60;1361.00;3.37;0
2;arms_factory;3014.00;9.85;1350.00;6.04;0
2;arms_factory;3008.00;10.10;1355.00;2.42;0
2;arms_factory;3015.00;12.35;1360.00;3.98;0
2;arms_factory;3010.00;9.68;1350.00;1.82;0
2;industrial_complex;3011.00;10.48;1354.00;4.49;0
2;industrial_complex;3006.00;10.25;1359.00;6.04;0
2;industrial_complex;3014.00;9.60;1349.00;3.88;0
2;industrial_complex;3014.00;10.68;1353.00;5.09;0
2;industrial_complex;3009.00;10.80;1358.00;2.93;0
2;industrial_complex;3010.00;9.57;1349.00;4.49;0
2;air_base;3018.00;13.00;1363.00;0.87;0
2;naval_base;3010.00;9.50;1347.00;0.32;1452
2;naval_base;3000.00;9.50;1354.00;-0.59;5656
2;bunker;3014.00;12.60;1363.00;2.93;0
2;bunker;3011.00;10.20;1353.00;5.60;0
2;bunker;3011.00;11.48;1360.00;3.44;0
2;coastal_bunker;3010.00;9.50;1348.00;0.32;0
2;coastal_bunker;3004.00;9.50;1352.00;-0.59;0
2;dockyard;3001.00;9.50;1353.00;-0.59;0
2;anti_air_building;3017.00;12.65;1362.00;1.88;0
2;anti_air_building;3009.00;9.70;1352.00;1.99;0
2;anti_air_building;3012.00;11.12;1357.00;6.11;0
2;synthetic_refinery;3004.00;10.05;1362.00;2.49;0
2;fuel_silo;3005.00;9.53;1352.00;5.16;0
2;radar_station;2999.00;9.50;1355.00;1.97;0
2;rocket_site;3006.00;10.38;1361.00;4.56;0
2;nuclear_reactor;3013.00;9.90;1351.00;0.94;0
3;arms_factory;2935.00;14.03;1459.00;6.04;0
3;arms_factory;2923.00;13.62;1456.00;2.42;0
3;arms_factory;2922.00;14.30;1453.00;3.98;0
3;arms_factory;2930.00;15.32;1445.00;1.82;0
3;arms_factory;2927.00;13.28;1458.00;4.49;0
3;arms_factory;2935.00;16.10;1451.00;6.04;0
3;industrial_complex;2930.00;15.20;1447.00;3.88;0
3;industrial_complex;2927.00;11.05;1461.00;5.09;0
3;industrial_complex;2924.00;13.68;1446.00;2.93;0
3;industrial_complex;2935.00;15.38;1448.00;4.49;0
3;industrial_complex;2927.00;14.45;1452.00;0.87;0
3;industrial_complex;2924.00;14.23;1448.00;3.54;0
3;air_base;2931.00;13.90;1455.00;1.38;0
3;bunker;2922.00;14.30;1453.00;2.93;0
3;bunker;2931.00;15.55;1444.00;5.60;0
3;bunker;2929.00;15.35;1448.00;3.44;0
3;bunker;2929.00;12.50;1460.00;6.11;0
3;bunker;2932.00;13.93;1455.00;1.38;0
3;anti_air_building;2930.00;13.45;1459.00;4.05;0
3;anti_air_building;2928.00;13.50;1455.00;1.88;0
3;anti_air_building;2935.00;15.38;1448.00;1.99;0
3;synthetic_refinery;2931.00;12.98;1461.00;6.11;0
3;fuel_silo;2924.00;14.23;1448.00;2.49;0
3;radar_station;2922.00;13.62;1443.00;5.32;0
3;rocket_site;2931.00;15.25;1446.00;0.43;0
3;nuclear_reactor;2928.00;15.28;1449.00;4.56;0
4;arms_factory;3060.00;10.98;1476.00;3.98;0
4;arms_factory;3066.00;10.00;1491.00;1.82;0
4;arms_factory;3056.00;10.05;1490.00;4.49;0
4;arms_factory;3050.00;13.75;1479.00;6.04;0
4;arms_factory;3054.00;10.12;1489.00;3.88;0
4;arms_factory;3059.00;11.20;1471.00;5.09;0
4;industrial_complex;3050.00;11.45;1484.00;2.93;0
4;industrial_complex;3058.00;11.25;1470.00;4.49;0
4;industrial_complex;3051.00;14.75;1475.00;0.87;0
4;industrial_complex;3058.00;10.05;1492.00;3.54;0
4;industrial_complex;3050.00;14.40;1474.00;1.38;0
4;industrial_complex;3054.00;13.07;1479.00;2.93;0
4;air_base;3053.00;10.25;1490.00;5.60;0
4;bunker;3054.00;13.15;1478.00;3.44;0
4;bunker;3057.00;10.05;1490.00;6.11;0
4;bunker;3054.00;13.82;1474.00;1.38;0
4;bunker;3065.00;9.88;1490.00;4.05;0
4;anti_air_building;3062.00;9.93;1492.00;1.88;0
4;anti_air_building;3048.00;14.28;1475.00;1.99;0
4;anti_air_building;3066.00;10.00;1491.00;6.11;0
4;synthetic_refinery;3054.00;10.35;1492.00;2.49;0
4;fuel_silo;3051.00;13.98;1479.00;5.16;0
4;radar_station;3046.00;13.62;1475.00;1.97;0
4;rocket_site;3059.00;11.30;1472.00;4.56;0
4;nuclear_reactor;3051.00;11.70;1484.00;0.94;0
5;arms_factory;3142.00;10.40;1592.00;4.49;0
5;arms_factory;3158.00;9.73;1615.00;6.04;0
5;arms_factory;3131.00;10.20;1593.00;3.88;0
5;arms_factory;3114.00;9.80;1599.00;5.09;0
5;arms_factory;3149.00;9.85;1602.00;2.93;0
5;arms_factory;3152.00;9.90;1618.00;4.49;0
5;industrial_complex;3154.00;9.80;1604.00;0.87;0
5;industrial_complex;3125.00;9.90;1591.00;3.54;0
5;industrial_complex;3149.00;9.78;1611.00;1.38;0
5;industrial_complex;3137.00;9.70;1610.00;2.93;0
5;industrial_complex;3136.00;9.70;1615.00;5.60;0
5;industrial_complex;3149.00;10.10;1598.00;3.44;0
5;air_base;3133.00;10.48;1601.00;6.11;0
5;bunker;3132.00;10.40;1596.00;1.38;0
5;bunker;3147.00;9.88;1598.00;4.05;0
5;bunker;3127.00;9.90;1589.00;1.88;0
5;bunker;3155.00;9.90;1606.00;1.99;0
5;bunker;3129.00;9.98;1602.00;6.11;0
5;bunker;3112.00;9.80;1595.00;2.49;0
5;bunker;3154.00;9.95;1618.00;5.16;0
5;bunker;3138.00;9.98;1601.00;0.43;0
5;bunker;3152.00;9.70;1614.00;4.56;0
5;bunker;3143.00;9.95;1600.00;0.94;0
5;bunker;3138.00;10.23;1592.00;3.60;0
5;bunker;3136.00;9.70;1609.00;0.34;0
5;anti_air_building;3150.00;10.35;1595.00;3.00;0
5;anti_air_building;3119.00;9.90;1595.00;5.67;0
5;anti_air_building;3124.00;9.93;1594.00;2.05;0
5;synthetic_refinery;3138.00;9.70;1612.00;5.06;0
5;fuel_silo;3108.00;9.80;1595.00;6.28;0
5;radar_station;3106.00;9.80;1594.00;4.79;0
5;rocket_site;3134.00;10.23;1604.00;0.50;0
5;nuclear_reactor;3126.00;9.80;1601.00;2.05;0
6;arms_factory;2878.00;9.70;1540.00;3.88;0
6;arms_factory;2873.00;9.80;1532.00;5.09;0
6;arms_factory;2888.00;10.28;1542.00;2.93;0
6;arms_factory;2876.00;9.70;1538.00;4.49;0
6;arms_factory;2879.00;9.75;1537.00;0.87;0
6;arms_factory;2849.00;9.70;1534.00;3.54;0
6;industrial_complex;2875.00;9.80;1532.00;1.38;0
6;industrial_complex;2860.00;10.28;1537.00;2.93;0
6;industrial_complex;2885.00;9.93;1543.00;5.60;0
6;industrial_complex;2866.00;9.78;1541.00;3.44;0
6;industrial_complex;2884.00;9.75;1541.00;6.11;0
6;industrial_complex;2876.00;9.60;1544.00;1.38;0
6;air_base;2869.00;9.73;1536.00;4.05;0
6;naval_base;2862.00;9.50;1545.00;-3.93;8621
6;naval_base;2873.00;9.50;1545.00;-2.55;8621
6;naval_base;2846.00;9.55;1539.00;-2.68;8621
6;naval_base;2855.00;9.50;1544.00;-2.16;8621
6;bunker;2890.00;10.25;1542.00;5.16;0
6;bunker;2871.00;9.70;1540.00;0.43;0
6;bunker;2855.00;9.68;1540.00;4.56;0
6;bunker;2874.00;9.73;1535.00;0.94;0
6;bunker;2861.00;10.20;1534.00;3.60;0
6;bunker;2852.00;9.68;1538.00;0.34;0
6;bunker;2882.00;9.73;1537.00;3.00;0
6;bunker;2880.00;9.70;1540.00;5.67;0
6;bunker;2865.00;9.65;1543.00;2.05;0
6;coastal_bunker;2849.00;9.50;1541.00;-2.68;0
6;coastal_bunker;2869.00;9.60;1544.00;-3.93;0
6;coastal_bunker;2870.00;9.53;1544.00;-2.55;0
6;coastal_bunker;2854.00;9.50;1543.00;-2.16;0
6;dockyard;2870.00;9.53;1544.00;-2.55;0
6;anti_air_building;2847.00;9.70;1538.00;6.18;0
6;anti_air_building;2879.00;9.70;1539.00;2.56;0
6;anti_air_building;2861.00;9.70;1529.00;4.12;0
6;synthetic_refinery;2883.00;9.73;1537.00;0.50;0
6;fuel_silo;2849.00;9.70;1535.00;4.62;0
6;radar_station;2846.00;9.68;1535.00;5.81;0
6;rocket_site;2864.00;10.30;1537.00;2.56;0
6;nuclear_reactor;2859.00;9.70;1530.00;5.23;0
7;arms_factory;2884.00;9.60;1559.00;2.93;0
7;arms_factory;2885.00;9.60;1562.00;4.49;0
7;arms_factory;2880.00;9.62;1562.00;0.87;0
7;arms_factory;2878.00;9.55;1566.00;3.54;0
7;arms_factory;2883.00;9.60;1557.00;1.38;0
7;arms_factory;2885.00;9.70;1555.00;2.93;0
7;industrial_complex;2885.00;9.60;1557.00;5.60;0
7;industrial_complex;2872.00;9.70;1555.00;3.44;0
7;industrial_complex;2875.00;9.65;1554.00;6.11;0
7;industrial_complex;2882.00;9.70;1572.00;1.38;0
7;industrial_complex;2884.00;9.70;1575.00;4.05;0
7;industrial_complex;2880.00;9.55;1573.00;1.88;0
7;air_base;2876.00;9.68;1558.00;1.99;0
7;naval_base;2883.00;9.50;1582.00;-2.94;2752
7;naval_base;2876.00;9.53;1563.00;-2.36;2775
7;naval_base;2874.00;9.50;1561.00;-2.16;2775
7;naval_base;2868.00;9.50;1554.00;-1.47;8621
7;bunker;2879.00;9.68;1567.00;4.56;0
7;bunker;2882.00;9.60;1563.00;0.94;0
